symbol,market_cap_cr,current_price,pe,roce_pct,roe_pct,book_value,sales_growth_ttm,sales_growth_3y,sales_growth_5y,profit_growth_ttm,profit_growth_3y,profit_growth_5y,np_latest_q,np_yoy_q,loss_to_profit,opm_latest_q,opm_yoy_q,np_yoy_streak,opm_yoy_streak,sales_latest_q,sales_yoy_q,sales_yoy_pct,sales_yoy_streak,debt_cr,debt_3y_ago_cr,debt_to_equity,cfo_last_cr,equity_cap_now,equity_cap_3y_ago,reserves_now,reserves_3y_ago,shares_out_cr,promoter_pct,promoter_pct_4q_ago,fii_pct,fii_pct_4q_ago,dii_pct,dii_pct_4q_ago,pledge_pct,fetched_at,source
IRB,23685.0,19.6,26.9,7.48,4.31,17.3,0.0,6.0,8.0,-11.0,8.0,50.0,296.0,215.0,False,56.0,46.0,1.0,7.0,1927.0,2149.0,-10.3,0.0,20027.0,16748.0,0.96,2098.0,604.0,604.0,20345.0,12775.0,604.0,30.81,30.42,43.87,43.4,10.14,9.58,,2026-07-26T07:27:57,https://www.screener.in/company/IRB/consolidated/
IRCON,11620.0,124.0,22.2,9.69,9.19,70.6,-10.0,-4.0,11.0,-22.0,-8.0,9.0,92.0,164.0,False,10.0,11.0,0.0,0.0,1956.0,1786.0,9.5,1.0,5726.0,1505.0,0.86,-618.0,188.0,188.0,6451.0,5023.0,94.0,65.17,65.17,4.61,4.61,1.79,1.64,,2026-08-17T06:07:18,https://www.screener.in/company/IRCON/consolidated/
ITI,26968.0,280.0,,1.41,-8.86,19.8,-41.0,16.0,-2.0,48.0,16.0,,-32.0,-64.0,False,0.4,-1.5,9.0,9.0,425.0,498.0,-14.7,0.0,765.0,1877.0,0.4,-135.0,963.0,950.0,943.0,1425.0,96.3,90.02,90.02,0.08,0.0,0.06,0.05,,2026-08-19T05:37:25,https://www.screener.in/company/ITI/consolidated/
INDIACEM,12613.0,407.0,93.4,1.24,0.37,327.0,7.0,-7.0,0.0,133.0,28.0,-29.0,27.0,-133.0,True,15.0,8.0,2.0,5.0,1019.0,1025.0,-0.6,0.0,1305.0,2945.0,0.13,-27.0,310.0,310.0,9814.0,5466.0,31.0,75.0,75.6,3.4,3.11,12.6,12.25,,2026-07-26T07:20:15,https://www.screener.in/company/INDIACEM/consolidated/
INDIAMART,10765.0,1790.0,21.8,28.0,20.7,399.0,13.0,17.0,19.0,-16.0,19.0,11.0,172.0,154.0,False,32.0,32.0,1.0,0.0,414.0,372.0,11.3,9.0,23.0,46.0,0.01,694.0,60.0,31.0,2340.0,2028.0,6.0,49.07,49.17,19.92,21.53,12.11,12.99,,2026-08-16T05:18:37,https://www.screener.in/company/INDIAMART/consolidated/
IEX,11333.0,127.0,22.4,51.4,39.4,15.3,14.0,15.0,14.0,12.0,19.0,20.0,135.0,121.0,False,83.0,81.0,9.0,2.0,158.0,142.0,11.3,9.0,11.0,14.0,0.01,433.0,89.0,89.0,1275.0,710.0,89.0,,,12.63,13.2,31.47,36.43,,2026-08-09T05:48:55,https://www.screener.in/company/IEX/consolidated/
IOB,63181.0,32.8,10.6,6.12,15.6,20.2,15.0,18.0,13.0,52.0,37.0,48.0,1716.0,1178.0,False,-3.0,0.0,9.0,0.0,,,,,,,,4780.0,19257.0,18902.0,17734.0,5974.0,1925.7,92.44,94.61,0.47,0.31,4.29,2.3,,2026-08-30T10:11:03,https://www.screener.in/company/IOB/consolidated/
IGL,20867.0,149.0,15.3,17.9,14.0,82.2,10.0,5.0,27.0,-18.0,-1.0,6.0,238.0,428.0,False,6.0,13.0,0.0,0.0,4587.0,3914.0,17.2,9.0,98.0,83.0,0.01,1936.0,280.0,140.0,11224.0,7791.0,140.0,45.0,45.0,10.16,17.21,30.02,24.08,,2026-08-17T06:05:03,https://www.screener.in/company/IGL/consolidated/
INOXWIND,13302.0,77.0,32.8,10.5,7.09,36.9,24.0,81.0,44.0,-12.0,38.0,27.0,106.0,190.0,False,16.0,20.0,0.0,0.0,1244.0,1275.0,-2.4,0.0,1587.0,2416.0,0.25,-598.0,1728.0,326.0,4654.0,1410.0,172.8,44.18,44.18,14.53,13.37,10.02,9.87,,2026-07-26T07:26:44,https://www.screener.in/company/INOXWIND/consolidated/
INTELLECT,10118.0,721.0,27.4,16.0,12.4,227.0,23.0,11.0,15.0,5.0,11.0,7.0,102.0,94.0,False,20.0,20.0,1.0,0.0,845.0,702.0,20.4,6.0,159.0,27.0,0.05,510.0,70.0,68.0,3100.0,1990.0,14.0,29.63,29.84,23.51,27.53,7.34,7.19,,2026-08-09T05:52:33,https://www.screener.in/company/INTELLECT/consolidated/
IGIL,14948.0,346.0,24.5,69.2,55.8,34.4,22.0,48.0,,24.0,43.0,,166.0,127.0,False,60.0,58.0,7.0,1.0,371.0,301.0,23.3,7.0,143.0,27.0,0.1,624.0,86.0,0.4,1402.0,339.0,43.0,76.55,76.55,9.49,10.55,5.51,5.15,,2026-08-16T05:19:56,https://www.screener.in/company/IGIL/consolidated/
JBMA,14734.0,623.0,64.0,14.8,15.6,65.0,12.0,16.0,25.0,12.0,22.0,35.0,44.0,39.0,False,11.0,10.0,9.0,2.0,1442.0,1254.0,15.0,9.0,3029.0,1703.0,1.97,-60.0,24.0,24.0,1515.0,1006.0,24.0,67.53,67.53,2.03,1.9,0.16,0.08,,2026-08-17T06:07:43,https://www.screener.in/company/JBMA/consolidated/
JKTYRE,11385.0,395.0,15.8,15.5,16.0,210.0,10.0,4.0,12.0,56.0,44.0,24.0,44.0,163.0,False,7.0,10.0,0.0,0.0,3946.0,3869.0,2.0,6.0,4882.0,4882.0,0.81,1444.0,58.0,49.0,6003.0,3347.0,29.0,51.72,50.55,15.75,16.09,7.26,7.2,,2026-08-09T05:51:38,https://www.screener.in/company/JKTYRE/consolidated/
JMFINANCIL,12099.0,126.0,11.5,11.6,11.9,111.0,-5.0,9.0,6.0,-4.0,27.0,16.0,369.0,459.0,False,58.0,76.0,0.0,0.0,1201.0,1111.0,8.1,1.0,11635.0,15939.0,1.09,581.0,96.0,95.0,10562.0,8041.0,96.0,57.03,56.61,16.95,18.38,5.5,5.61,,2026-08-16T05:18:43,https://www.screener.in/company/JMFINANCIL/consolidated/
JSWCEMENT,17431.0,128.0,22.1,11.1,14.7,48.0,16.0,4.0,11.0,1332.0,68.0,19.0,153.0,-1366.0,True,16.0,21.0,4.0,0.0,1896.0,1560.0,21.5,5.0,4464.0,5641.0,0.68,1170.0,1341.0,986.0,5209.0,1306.0,134.1,72.02,72.34,3.7,4.13,11.49,7.87,,2026-08-17T06:03:30,https://www.screener.in/company/JSWCEMENT/consolidated/
JSWDULUX,14203.0,3119.0,37.0,22.7,19.1,538.0,-12.0,-2.0,8.0,-5.0,2.0,12.0,80.0,91.0,False,12.0,14.0,0.0,0.0,965.0,995.0,-3.0,0.0,79.0,70.0,0.03,93.0,46.0,46.0,2406.0,1271.0,4.6,61.2,69.76,8.49,7.97,21.96,13.77,,2026-08-22T05:31:51,https://www.screener.in/company/JSWDULUX/consolidated/
JPPOWER,11617.0,17.0,13.9,6.97,3.6,18.6,9.0,-1.0,11.0,12.0,97.0,24.0,469.0,278.0,False,43.0,38.0,1.0,1.0,1776.0,1583.0,12.2,4.0,3391.0,4761.0,0.27,1301.0,6853.0,6853.0,5879.0,3592.0,685.3,24.0,24.0,6.75,6.34,11.15,17.19,73.0,2026-07-26T07:26:41,https://www.screener.in/company/JPPOWER/consolidated/
JUBLINGREA,11791.0,740.0,37.1,11.4,9.52,196.0,11.0,-3.0,45.0,15.0,-2.0,35.0,106.0,75.0,False,15.0,14.0,2.0,1.0,1300.0,1038.0,25.2,2.0,792.0,407.0,0.25,524.0,16.0,16.0,3110.0,2650.0,16.0,45.22,45.22,6.49,5.96,24.98,23.04,,2026-08-09T05:52:57,https://www.screener.in/company/JUBLINGREA/consolidated/
JUBLPHARMA,15378.0,965.0,35.2,8.99,6.55,445.0,14.0,10.0,6.0,-22.0,47.0,-13.0,119.0,151.0,False,15.0,18.0,0.0,0.0,2290.0,1929.0,18.7,9.0,3615.0,3677.0,0.51,1227.0,16.0,16.0,7077.0,5383.0,16.0,47.67,47.67,15.87,16.56,12.4,10.53,,2026-07-26T07:20:29,https://www.screener.in/company/JUBLPHARMA/consolidated/
JWL,10671.0,250.0,60.0,9.16,6.39,69.7,-12.0,12.0,24.0,-45.0,15.0,28.0,26.0,31.0,False,10.0,13.0,0.0,0.0,671.0,459.0,46.2,1.0,996.0,288.0,0.33,9.0,427.0,387.0,2551.0,416.0,42.7,68.31,68.09,3.47,4.42,0.79,1.03,,2026-08-17T06:06:46,https://www.screener.in/company/JWL/consolidated/
KEC,12747.0,479.0,19.5,16.5,11.4,231.0,8.0,11.0,12.0,16.0,55.0,4.0,193.0,268.0,False,7.0,8.0,0.0,0.0,6390.0,6872.0,-7.0,0.0,5378.0,3383.0,0.87,-414.0,53.0,51.0,6106.0,3720.0,26.5,50.1,50.1,9.92,15.92,23.34,22.54,,2026-08-09T05:52:20,https://www.screener.in/company/KEC/consolidated/
KFINTECH,16422.0,950.0,46.9,29.2,21.6,97.0,23.0,22.0,22.0,3.0,19.0,48.0,75.0,77.0,False,34.0,41.0,0.0,0.0,357.0,274.0,30.3,9.0,55.0,160.0,0.03,370.0,173.0,169.0,1501.0,701.0,17.3,22.82,22.89,20.73,25.53,27.31,24.81,,2026-08-30T10:10:52,https://www.screener.in/company/KFINTECH/consolidated/
LATENTVIEW,5890.0,285.0,30.2,15.8,11.9,84.8,23.0,25.0,28.0,5.0,8.0,17.0,47.0,51.0,False,20.0,21.0,0.0,0.0,287.0,236.0,21.6,9.0,33.0,21.0,0.02,165.0,21.0,20.0,1735.0,1187.0,21.0,65.1,65.2,2.12,2.17,3.6,3.4,,2026-08-17T06:05:23,https://www.screener.in/company/LATENTVIEW/consolidated/
LEMONTREE,8795.0,111.0,34.4,14.0,19.4,17.6,10.0,18.0,42.0,19.0,29.0,32.0,57.0,48.0,False,43.0,44.0,8.0,0.0,345.0,316.0,9.2,9.0,2004.0,2177.0,1.44,542.0,792.0,792.0,600.0,62.0,79.2,22.32,22.28,19.44,21.45,14.35,19.71,,2026-08-09T05:54:00,https://www.screener.in/company/LEMONTREE/consolidated/
MMTC,9228.0,61.5,92.2,8.66,5.23,14.1,21.0,-93.0,-86.0,3.0,-31.0,3.0,126.0,2.0,False,-18605.0,-12971.0,4.0,0.0,1.0,0.0,,1.0,0.0,203.0,0.0,-605.0,150.0,150.0,1971.0,1262.0,150.0,89.93,89.93,0.16,0.09,1.78,1.84,,2026-07-26T07:28:24,https://www.screener.in/company/MMTC/consolidated/
MGL,10832.0,1097.0,15.1,17.0,12.2,651.0,11.0,9.0,,-33.0,-2.0,,193.0,319.0,False,14.0,24.0,0.0,0.0,2373.0,2083.0,13.9,9.0,223.0,115.0,0.03,1162.0,99.0,99.0,6329.0,4035.0,9.9,32.5,32.5,23.21,23.59,22.53,22.89,,2026-09-06T08:51:02,https://www.screener.in/company/MGL/consolidated/
MRPL,29784.0,170.0,10.7,18.0,14.5,81.0,23.0,-7.0,23.0,1067.0,-10.0,36.0,946.0,-271.0,True,3.4,1.0,1.0,4.0,38254.0,17356.0,120.4,1.0,15341.0,16939.0,1.08,2531.0,1753.0,1753.0,12444.0,8112.0,175.3,88.58,88.58,2.17,1.22,0.39,1.45,,2026-08-02T07:26:03,https://www.screener.in/company/MRPL/consolidated/
MSUMI,26600.0,40.1,42.6,38.9,32.4,3.26,23.0,18.0,24.0,3.0,9.0,10.0,167.0,165.0,False,8.0,11.0,3.0,0.0,3335.0,2510.0,32.9,9.0,233.0,373.0,0.11,761.0,663.0,442.0,1498.0,888.0,663.0,61.72,61.72,8.91,10.27,17.85,16.59,,2026-07-26T07:27:10,https://www.screener.in/company/MSUMI/
NBCC,25337.0,93.8,38.3,31.0,24.1,11.2,7.0,13.0,13.0,10.0,20.0,24.0,254.0,183.0,False,6.0,6.0,9.0,0.0,4560.0,4644.0,-1.8,0.0,0.0,0.0,0.0,439.0,270.0,180.0,2747.0,1764.0,270.0,61.75,61.75,4.77,5.34,11.28,10.97,,2026-07-26T07:26:38,https://www.screener.in/company/NBCC/consolidated/
NCC,8831.0,141.0,12.2,16.8,9.19,125.0,-2.0,10.0,21.0,-10.0,6.0,22.0,229.0,205.0,False,9.0,9.0,1.0,0.0,5812.0,5179.0,12.2,2.0,3457.0,974.0,0.44,-459.0,126.0,126.0,7743.0,6041.0,63.0,23.09,22.11,11.29,12.87,17.88,16.65,,2026-08-16T05:20:00,https://www.screener.in/company/NCC/consolidated/
NSLNISP,12136.0,41.4,207.0,3.06,0.45,45.0,60.0,,,102.0,,467.0,392.0,-473.0,True,21.0,-10.0,5.0,6.0,3879.0,2838.0,36.7,9.0,4613.0,3842.0,0.35,1796.0,2931.0,2931.0,10243.0,14118.0,293.1,60.79,60.79,5.48,5.13,15.78,15.34,,2026-07-26T07:28:14,https://www.screener.in/company/NSLNISP/
NH,38524.0,1885.0,44.7,15.5,20.5,222.0,60.0,20.0,25.0,9.0,12.0,155.0,207.0,197.0,False,17.0,22.0,2.0,0.0,2684.0,1507.0,78.1,9.0,5858.0,884.0,1.29,1621.0,204.0,204.0,4333.0,1927.0,20.4,63.27,63.85,9.4,10.49,9.05,7.76,,2026-08-09T05:51:56,https://www.screener.in/company/NH/consolidated/
NAVA,15835.0,559.0,20.9,12.8,9.33,309.0,9.0,7.0,11.0,-28.0,-14.0,13.0,333.0,399.0,False,43.0,49.0,0.0,0.0,1212.0,1193.0,1.6,4.0,2226.0,3074.0,0.25,2312.0,28.0,29.0,8717.0,5996.0,28.0,50.03,50.13,10.22,10.38,0.56,0.46,,2026-08-17T06:07:57,https://www.screener.in/company/NAVA/consolidated/
NEWGEN,7852.0,551.0,22.9,25.0,19.6,125.0,8.0,17.0,19.0,8.0,22.0,21.0,63.0,50.0,False,16.0,14.0,1.0,2.0,357.0,321.0,11.2,9.0,39.0,43.0,0.02,232.0,141.0,70.0,1636.0,913.0,14.1,53.45,53.76,13.78,17.62,8.15,9.58,,2026-08-09T05:48:52,https://www.screener.in/company/NEWGEN/consolidated/
NIVABUPA,15939.0,86.2,91.5,3.15,3.46,20.5,28.0,33.0,36.0,-43.0,127.0,36.0,138.0,71.0,False,7.0,5.0,1.0,1.0,2471.0,1932.0,27.9,8.0,250.0,250.0,0.07,905.0,1847.0,1511.0,1939.0,-683.0,184.7,55.3,55.41,12.09,10.72,16.17,15.31,,2026-08-09T05:39:13,https://www.screener.in/company/NIVABUPA/
NUVOCO,11731.0,328.0,28.3,6.99,4.17,262.0,9.0,2.0,9.0,173.0,-3.0,101.0,160.0,133.0,False,18.0,18.0,1.0,0.0,3129.0,2873.0,8.9,6.0,4916.0,4785.0,0.53,1485.0,357.0,357.0,8985.0,8482.0,35.7,72.02,72.02,4.71,5.19,18.0,18.09,,2026-08-17T06:07:46,https://www.screener.in/company/NUVOCO/consolidated/
OLECTRA,11368.0,1385.0,64.0,21.0,15.6,150.0,28.0,28.0,52.0,27.0,39.0,85.0,57.0,21.0,False,15.0,12.0,1.0,1.0,645.0,449.0,43.7,8.0,380.0,134.0,0.31,104.0,33.0,33.0,1195.0,807.0,8.25,50.02,50.02,7.95,7.04,0.58,0.69,,2026-08-09T05:51:59,https://www.screener.in/company/OLECTRA/consolidated/
ONESOURCE,18072.0,1576.0,,0.57,-1.09,509.0,4.0,232.0,131.0,-142.0,24.0,8.0,25.0,-0.0,False,27.0,27.0,1.0,0.0,449.0,327.0,37.3,2.0,1504.0,864.0,0.26,9.0,11.0,4.0,5820.0,781.0,11.0,30.48,29.77,19.19,19.39,23.37,18.48,37.2,2026-08-09T05:51:49,https://www.screener.in/company/ONESOURCE/consolidated/
PCBL,12666.0,322.0,47.9,7.75,5.58,102.0,2.0,12.0,25.0,-36.0,-21.0,-7.0,155.0,94.0,False,16.0,15.0,1.0,1.0,2473.0,2114.0,17.0,1.0,4989.0,1029.0,1.25,1576.0,39.0,38.0,3967.0,2792.0,39.0,53.38,51.41,5.79,6.08,11.26,10.77,,2026-08-09T05:52:50,https://www.screener.in/company/PCBL/consolidated/
PGEL,18084.0,631.0,87.9,10.3,6.69,107.0,15.0,35.0,50.0,-24.0,36.0,75.0,76.0,67.0,False,7.0,8.0,1.0,0.0,2034.0,1504.0,35.2,1.0,597.0,577.0,0.2,66.0,29.0,23.0,3020.0,373.0,29.0,43.37,43.6,9.95,11.45,23.88,18.83,,2026-08-09T05:47:09,https://www.screener.in/company/PGEL/consolidated/
PARADEEP,15515.0,149.0,14.3,17.1,18.9,65.3,28.0,18.0,33.0,14.0,48.0,35.0,393.0,317.0,False,12.0,13.0,1.0,0.0,6124.0,4504.0,36.0,8.0,6906.0,4648.0,1.02,-1012.0,1038.0,814.0,5745.0,2690.0,103.8,57.86,57.2,5.1,15.01,18.07,14.56,,2026-08-09T05:50:30,https://www.screener.in/company/PARADEEP/consolidated/
POLYMED,17893.0,1765.0,55.9,14.0,11.2,306.0,18.0,19.0,19.0,-11.0,24.0,19.0,85.0,93.0,False,24.0,26.0,0.0,0.0,525.0,403.0,30.3,9.0,354.0,149.0,0.11,246.0,51.0,48.0,3055.0,1194.0,10.2,62.42,62.42,5.56,9.77,16.08,13.53,,2026-08-17T06:03:34,https://www.screener.in/company/POLYMED/consolidated/
POONAWALLA,40477.0,460.0,51.4,7.51,5.86,127.0,72.0,46.0,24.0,340.0,5.0,24.0,308.0,63.0,False,19.0,8.0,4.0,4.0,,,,,,,,-21786.0,162.0,154.0,10187.0,6708.0,81.0,59.02,63.96,10.96,10.56,16.74,12.28,,2026-07-26T07:20:08,https://www.screener.in/company/POONAWALLA/consolidated/
RHIM,7844.0,380.0,41.9,6.52,2.91,172.0,8.0,14.0,24.0,14.0,-26.0,-4.0,65.0,35.0,False,14.0,11.0,1.0,1.0,1014.0,960.0,5.6,5.0,448.0,1589.0,0.13,409.0,21.0,19.0,3540.0,2872.0,21.0,56.07,56.07,3.98,5.01,14.34,12.39,,2026-08-16T05:18:46,https://www.screener.in/company/RHIM/consolidated/
RITES,10542.0,219.0,25.2,22.0,15.4,55.8,11.0,-3.0,5.0,8.0,-9.0,-1.0,98.0,91.0,False,22.0,23.0,1.0,0.0,532.0,490.0,8.6,5.0,7.0,5.0,0.0,327.0,481.0,240.0,2201.0,2363.0,48.1,72.2,72.2,3.43,3.51,8.74,8.66,,2026-08-17T06:08:43,https://www.screener.in/company/RITES/consolidated/
RAILTEL,8933.0,278.0,47.6,16.2,12.0,53.7,32.0,20.0,15.0,-2.0,3.0,4.0,68.0,55.0,False,19.0,23.0,3.0,0.0,599.0,429.0,39.6,9.0,48.0,0.0,0.03,230.0,321.0,321.0,1402.0,1092.0,32.1,72.84,72.84,3.98,3.54,0.99,0.78,,2026-08-17T06:08:03,https://www.screener.in/company/RAILTEL/consolidated/
RAINBOW,14775.0,1455.0,51.6,17.4,15.9,162.0,18.0,13.0,21.0,11.0,6.0,44.0,63.0,54.0,False,29.0,29.0,3.0,0.0,470.0,353.0,33.1,9.0,891.0,570.0,0.54,420.0,102.0,102.0,1547.0,958.0,10.2,49.84,49.85,16.03,21.85,22.56,17.46,,2026-08-17T06:09:26,https://www.screener.in/company/RAINBOW/consolidated/
RPOWER,9951.0,24.1,,6.1,-0.91,38.8,0.0,0.0,-1.0,3.0,24.0,,-494.0,126.0,False,31.0,30.0,0.0,3.0,1887.0,1978.0,-4.6,0.0,14812.0,21236.0,0.92,2824.0,4136.0,3735.0,11904.0,7860.0,413.6,24.98,24.98,13.64,13.09,2.79,3.75,,2026-07-26T07:27:02,https://www.screener.in/company/RPOWER/consolidated/
SBFC,10207.0,92.2,29.5,11.6,11.6,29.4,28.0,35.0,,46.0,75.0,,94.0,74.0,False,36.0,36.0,4.0,0.0,,,,,,,,-1415.0,1085.0,807.0,2105.0,480.0,108.5,52.31,52.98,7.22,7.01,20.72,18.21,,2026-07-26T07:29:01,https://www.screener.in/company/SBFC/consolidated/
SAGILITY,20443.0,43.7,19.9,13.4,10.6,20.6,29.0,19.0,,54.0,86.0,,217.0,149.0,False,22.0,22.0,8.0,0.0,1963.0,1539.0,27.6,9.0,1111.0,2896.0,0.12,1203.0,4679.0,1919.0,4980.0,4288.0,467.9,50.95,67.38,9.99,5.59,21.42,14.87,,2026-08-09T05:37:16,https://www.screener.in/company/SAGILITY/consolidated/
SAMMAANCAP,18867.0,162.0,,4.92,-3.18,164.0,-6.0,-2.0,-4.0,64.0,,,-8101.0,324.0,False,-263.0,22.0,0.0,0.0,,,,,,,,-7466.0,229.0,90.0,18763.0,17272.0,114.5,28.34,0.0,19.6,19.05,7.94,16.83,,2026-08-02T07:25:39,https://www.screener.in/company/SAMMAANCAP/consolidated/
SAPPHIRE,7544.0,235.0,3065.0,3.98,-1.03,43.3,10.0,11.0,25.0,-86.0,,13.0,14.0,-2.0,True,16.0,15.0,1.0,2.0,891.0,777.0,14.7,9.0,1417.0,963.0,1.02,507.0,64.0,64.0,1326.0,1192.0,32.0,26.06,26.06,25.25,31.31,41.92,37.25,,2026-08-16T05:17:32,https://www.screener.in/company/SAPPHIRE/consolidated/
SIGNATURE,11385.0,809.0,,2.6,2.79,132.0,-23.0,19.0,100.0,-108.0,37.0,20.0,-17.0,34.0,False,-8.0,3.8,0.0,0.0,552.0,866.0,-36.3,0.0,2979.0,1724.0,1.61,126.0,14.0,12.0,1836.0,35.0,14.0,69.54,69.63,9.45,10.58,5.46,5.52,,2026-08-16T05:19:50,https://www.screener.in/company/SIGNATURE/consolidated/
SOBHA,13955.0,1305.0,60.5,6.86,4.16,441.0,32.0,16.0,20.0,126.0,23.0,25.0,51.0,14.0,False,6.0,2.8,2.0,1.0,1278.0,852.0,50.0,2.0,1057.0,2027.0,0.22,430.0,107.0,95.0,4613.0,2400.0,10.7,52.88,52.88,6.12,6.41,25.99,26.04,,2026-08-17T06:05:16,https://www.screener.in/company/SOBHA/consolidated/
SONATSOFTW,8919.0,318.0,17.6,30.7,28.2,67.9,4.0,13.0,20.0,18.0,4.0,16.0,108.0,109.0,False,5.0,5.0,0.0,0.0,3279.0,2965.0,10.6,1.0,723.0,590.0,0.38,538.0,28.0,14.0,1877.0,1287.0,28.0,28.17,28.17,9.17,8.85,24.68,26.33,,2026-08-09T05:51:14,https://www.screener.in/company/SONATSOFTW/consolidated/
SUNTV,19202.0,487.0,12.2,16.5,12.3,321.0,13.0,5.0,6.0,-8.0,-4.0,0.0,619.0,529.0,False,50.0,48.0,1.0,1.0,1458.0,1290.0,13.0,1.0,106.0,63.0,0.01,1802.0,197.0,197.0,12446.0,9075.0,39.4,75.0,75.0,5.8,6.71,11.3,10.19,,2026-08-17T06:10:54,https://www.screener.in/company/SUNTV/consolidated/
SWANCORP,9548.0,305.0,42.7,3.87,3.68,240.0,-17.0,45.0,69.0,-65.0,86.0,43.0,-36.0,27.0,False,-0.4,2.2,0.0,0.0,1014.0,1213.0,-16.4,0.0,2103.0,4985.0,0.28,-14.0,31.0,26.0,7505.0,2257.0,31.0,53.96,53.96,10.35,8.89,12.9,12.9,39.6,2026-08-16T05:18:40,https://www.screener.in/company/SWANCORP/consolidated/
SYNGENE,16296.0,404.0,55.0,9.99,7.78,120.0,-3.0,5.0,11.0,-42.0,-8.0,0.0,-9.0,86.7,False,12.34,23.6,0.0,0.0,736.0,874.5,-15.8,0.0,458.0,815.0,0.09,915.0,403.0,401.0,4436.0,3217.0,40.3,52.59,52.68,11.82,16.31,28.01,24.62,,2026-08-09T05:52:06,https://www.screener.in/company/SYNGENE/consolidated/
TATACHEM,17085.0,671.0,,3.42,1.27,832.0,2.0,-5.0,7.0,-193.0,-51.0,3.0,60.0,316.0,False,13.0,17.0,0.0,0.0,4255.0,3719.0,14.4,1.0,8001.0,6296.0,0.38,1269.0,255.0,255.0,20951.0,19466.0,25.5,37.98,37.98,12.06,13.73,21.11,22.17,,2026-08-16T05:19:28,https://www.screener.in/company/TATACHEM/consolidated/
TTML,7699.0,39.4,,-12.7,,-2.87,8.0,,,-132.0,,,-64.0,-39.0,False,26.0,25.0,0.0,1.0,621.0,514.0,20.8,4.0,4653.0,,,246.0,1897.0,,-2514.0,,189.7,74.36,74.36,2.52,2.64,0.18,0.13,,2026-07-26T07:29:31,https://www.screener.in/company/TTML/consolidated/
TECHNOE,10951.0,942.0,25.4,14.8,11.4,357.0,39.0,58.0,30.0,-1.0,34.0,25.0,93.0,136.0,False,16.0,18.0,0.0,0.0,630.0,526.0,19.8,7.0,72.0,0.0,0.02,-590.0,23.0,22.0,4134.0,1909.0,11.5,56.93,56.93,8.08,9.22,21.61,22.62,,2026-08-17T06:05:20,https://www.screener.in/company/TECHNOE/consolidated/
TEGA,12800.0,1704.0,,8.09,5.94,454.0,85.0,12.0,16.0,-100.0,-8.0,0.0,-108.0,35.0,False,3.2,16.0,0.0,0.0,1723.0,356.0,384.0,1.0,398.0,361.0,0.12,350.0,75.0,66.0,3332.0,983.0,7.5,67.51,74.8,2.8,1.87,18.68,10.74,,2026-08-16T05:03:16,https://www.screener.in/company/TEGA/consolidated/
RAMCOCEM,21294.0,901.0,112.0,6.13,0.38,343.0,9.0,3.0,11.0,38.0,-54.0,-48.0,31.0,85.0,False,13.0,19.0,0.0,0.0,2273.0,2074.0,9.6,4.0,3871.0,4507.0,0.48,1611.0,24.0,24.0,8070.0,6837.0,24.0,42.55,42.55,7.52,8.15,29.5,28.48,,2026-08-19T05:32:52,https://www.screener.in/company/RAMCOCEM/consolidated/
TIMKEN,24510.0,3258.0,57.5,19.0,14.3,387.0,9.0,,,-10.0,,,120.0,108.0,False,19.0,18.0,1.0,1.0,943.0,822.0,14.7,3.0,15.0,,0.01,446.0,75.0,,2839.0,,7.5,51.05,51.05,7.32,7.39,30.26,29.72,,2026-08-17T06:10:39,https://www.screener.in/company/TIMKEN/consolidated/
TITAGARH,11413.0,847.0,71.4,10.6,6.47,182.0,-18.0,5.0,16.0,-42.0,7.0,65.0,54.0,-124.0,True,11.0,1.8,1.0,2.0,875.0,1006.0,-13.0,0.0,623.0,353.0,0.25,322.0,27.0,24.0,2429.0,940.0,13.5,40.46,40.46,10.87,9.56,15.38,12.77,,2026-08-09T05:53:54,https://www.screener.in/company/TITAGARH/consolidated/
TARIL,8939.0,298.0,34.6,23.3,19.1,50.5,15.0,22.0,28.0,0.0,87.0,106.0,64.0,67.0,False,16.0,17.0,0.0,0.0,572.0,529.0,8.1,3.0,457.0,330.0,0.3,-105.0,30.0,13.0,1485.0,381.0,30.0,64.36,64.36,7.8,11.21,1.54,5.95,,2026-08-09T05:50:27,https://www.screener.in/company/TARIL/consolidated/
TRAVELFOOD,17213.0,1307.0,36.2,42.4,35.3,110.0,4.0,16.0,59.0,19.0,23.0,54.0,129.0,95.0,False,36.0,39.0,3.0,0.0,452.0,375.0,20.5,3.0,245.0,383.0,0.17,393.0,13.0,4.0,1430.0,652.0,13.0,86.19,86.19,1.65,2.77,10.02,8.03,,2026-08-22T05:31:09,https://www.screener.in/company/TRAVELFOOD/consolidated/
TRIDENT,12801.0,25.1,32.4,9.79,7.91,9.36,-2.0,2.0,8.0,-9.0,-6.0,3.0,158.0,140.0,False,17.0,17.0,1.0,0.0,1787.0,1707.0,4.7,1.0,1829.0,1442.0,0.38,760.0,510.0,510.0,4262.0,3683.0,510.0,73.68,73.68,3.18,3.05,0.25,0.15,,2026-07-26T07:28:28,https://www.screener.in/company/TRIDENT/consolidated/
UCOBANK,32452.0,25.9,13.2,5.76,8.5,24.6,15.0,19.0,,48.0,37.0,,666.0,538.0,False,-5.0,-5.0,4.0,0.0,,,,,,,,1913.0,12540.0,11956.0,18345.0,11513.0,1254.0,90.95,90.95,0.06,0.13,4.3,4.52,,2026-07-26T07:28:04,https://www.screener.in/company/UCOBANK/consolidated/
